txid,size,ts_send,ts_accept,ts_commit,ts_error
75256180595234fce838648e7ae3879f904e5a664c8cbb58feff0910303c1c97,1024,1548410099007,1548410099037,1548410100458,
f6519e4e41ba7c8aa75f1b385392e951045e86942281d3cf3f0c48bd22ef093a,1024,1548410098915,1548410098989,1548410100458,
3b37eee4f183743850fa9734bacfed103208bb4a31036f159a4d6f3e2dc4f1fe,1024,1548410098996,1548410099021,1548410100458,
23ba53abdbc748809313e623e4d7323800e09da01d0ea07ad8d3d88726f85ebd,1024,1548410099010,1548410099055,1548410100458,
2ee11ee959aff5cd5403834ed3ba17c741ecce274c41ac0c52c64636dc7a4c12,1024,1548410098861,1548410099161,1548410101716,
84173f91e7f8377c35fbef1636dceb91b6b91fe95fe30b0d7e40dcb82f71f87e,1024,1548410099037,1548410099219,1548410101716,
b01925715cf5880ff9c37a30be60010768600e716a4daa50d6aa7dc945cf3499,1024,1548410099031,1548410099231,1548410101716,
eaa7f3cfaae44b83f423cfbe4b9aa87541833fe2f4b1e70ebe511c0f550c50b8,1024,1548410099026,1548410099224,1548410101717,
230e62442e9395919f96461a96c4c8fc4bd5130ec31a1d0c94977f3c9005816d,1024,1548410099092,1548410099262,1548410101717,
790ddefff1ff4795c9fab7836a84989c82b01951c7553c7228be1964ad208ea8,1024,1548410099151,1548410099280,1548410101717,
9eb8a6c4b739f83f50deef05a2b451a8937498f96fa5f6128fb4fa4ccc358ac3,1024,1548410099192,1548410099286,1548410101717,
64b5e5460f1a54f5ce24b3da019a1c645afc7eed88e3509222b361ce974e9ec0,1024,1548410099262,1548410099294,1548410101717,
222d2891d7eb729a0cd3d98e7c35845d03a64d3c8da5176409b2fa15ea00535d,1024,1548410099056,1548410099192,1548410101718,
ea90754db54276847e16a12687b6d437867e1ecefec6a70c68c567acaf2dd78c,1024,1548410099162,1548410099275,1548410101718,
38340db48b7cbe44fd26a731cf15b2373fe83f9bd564b139e8bd3460e8d6c47f,1024,1548410099636,1548410099960,1548410101718,
bb6b80d7a44da174e1f64964b817178bdd28136d6073afba297ad53e78f1db98,1024,1548410098989,1548410099025,1548410101718,
2d2ccf42033cd8ff997fb997c93d983a0a520c1cf168691ab1aad245376e9284,1024,1548410099151,1548410099306,1548410101720,
4fe8b6cfa3b8a8de53459c2440c03c619b91ba0d09f525c4e1bb459ec2d61c0c,1024,1548410099021,1548410099151,1548410101720,
d4d6a3cb12be272aa48aaa9544c8a38741d1411757a35f14f78721337b8980e2,1024,1548410099038,1548410099150,1548410101720,
9b86e9bb0766a5e68e7c78b7a655f0163b6e13ddcc2c2fcb69f7548065a06a27,1024,1548410099219,1548410099338,1548410101720,
48b2a8c98ffa616b832ffefb8c00afcbce687f853e5fd51f06ef950583763b5b,1024,1548410099232,1548410099564,1548410101721,
772a5e14728dd07cf298aac030659a24d1c7a601cdc1d0695074492011b9c7d0,1024,1548410099275,1548410099614,1548410101721,
8b4395e348202f883edd7533fd3daa035ee1a9b0dda3f911c6b6d656f1e316a0,1024,1548410099224,1548410099552,1548410101721,
803002ffd5e3f58b50da24263567be8518be06ebfb4717c34b96d30fdb9364ab,1024,1548410099307,1548410099635,1548410101721,
59fedb59a99a1f1d427e92bf012efa315db78e21af297cb906a33c38a7c86105,1024,1548410099286,1548410099617,1548410101721,
ddb38966f23de892e21fc2af75bbd1247a98ae54e012bb949ed3cbc20b9f3bf0,1024,1548410099280,1548410099619,1548410101722,
0f086af75609873d7ece54405f136363d3f03166dc75a92d33049c8fc040cdc9,1024,1548410099295,1548410099645,1548410101722,
1eadd8448d11d646afb8a556aa84978b8a80ae2da4457622e4c4a90b36dc40e7,1024,1548410099565,1548410099793,1548410101723,
dc90d84651c45583373057ea58c0965451a88b504c2fa108cce2d8df077cd744,1024,1548410099338,1548410099795,1548410101723,
7c95e5601779a705f47aadeaf572f47157773b2d4b8615feed89163162a0ec02,1024,1548410099781,1548410099829,1548410101723,
8a833c519d7a7c13662714f3fd1636c81b377c68a3d741837e5fc38dd8e6e1d2,1024,1548410099645,1548410099780,1548410101723,
b94d5c9642c82a2af99571be494c72208c06b712719d0dfc5e1dfbc0c3bc4ef5,1024,1548410099796,1548410099879,1548410101724,
0e527aa20ade64749891c9c45da29ab53054d8b141aaa65f016299bcd62b8f73,1024,1548410099793,1548410099881,1548410101724,
eb0614bc21eeb3eb936614eb8f91a548416a490d9c6328ca8955f84a9592c845,1024,1548410099552,1548410099849,1548410101724,
a7f92f6f7bdd06557b4e4dd152a6e7cbc6df857e291d32cee7682a69fcdf73de,1024,1548410099615,1548410099812,1548410101724,
3abfde5ad069dfc48fc0c0b2b554f1aebd63e95ded4e3c816d484d25d9734315,1024,1548410099618,1548410099866,1548410101725,
37445a1df1dfce2af0a0968007d9a7250c3580cc7a5d5442165d7dc9f1e52c94,1024,1548410099619,1548410099868,1548410101725,
7db4d9e3c8e1b123fea217f10216c87d38dbb42a2eefb7984264438f9599a8e5,1024,1548410099830,1548410099857,1548410101725,
6591a1341573cb3d5e7654c43826fb4a448a70e7aafc43cf3885d071e13bb17a,1024,1548410099813,1548410099877,1548410101725,
b14bd5d7c757fb9f9053538f0141817dd371fd8e418088c8fc18ae325e602446,1024,1548410099858,1548410099893,1548410101725,
576d4d25e5c5ca0f786bfe974939220c51596af514e6578f6ffa536fd605055d,1024,1548410099868,1548410099942,1548410101726,
9048abec7a97b40811bdb61a57df6b1eefc4413a8be0a5f4d6c2ea2f2845a31e,1024,1548410099866,1548410099975,1548410101726,
80d376220ce5cf1a9b557446a49ab529a8e6b59a38376a24bd2ce313d82624fb,1024,1548410099849,1548410099910,1548410101726,
2eb7fb4e4901c76f49ec9feb578ccc8ee2a0b9c616f29f8b390034277df1f734,1024,1548410099877,1548410099958,1548410101726,
048db9fefb4ac3835fea941ee1dfcef7f075c847f89e4e1f7f967a25eadf8247,1024,1548410099960,1548410100292,1548410101726,
b358b051b458951fc292082afd229f19d3cf2e9bb6d5d105c5c107c6d3bad3cf,1021,1548410099975,1548410100292,1548410101727,
9699eee638a19ee5475bfa70be1d6ea261cf161e9aa3d1444f373482d36b4979,1024,1548410099879,1548410099923,1548410101727,
6b6687cf8e27c40b9ed70f8e8c3fcb28882f24e7fd9d7825f5230ac9cec4579c,1024,1548410099882,1548410099972,1548410101727,
4119c2925540d13a4354e9bbfbb5f878ed80e4bdcd99d71c231c36a0e4cda1d5,1021,1548410100029,1548410100303,1548410101728,
6720ffe320da9bd92aed2317b54701abef728814beae2871f3e843f68eb4e62a,1024,1548410099910,1548410100115,1548410101728,
8ed669f14ba87e7879b54c05dfd2f289584c46fdec88b57cec8169f7c576dadb,1024,1548410100191,1548410100316,1548410101728,
a45e5cfd15a7c806e63e8512adbccc47c6bd28d51051dd8633f165f817eb81c4,1024,1548410099942,1548410100180,1548410101728,
ce566e778416495da5f971f82d2d9bd7830759181dcfb4c9036ef9120945152d,1024,1548410099972,1548410100181,1548410101729,
ba00af57ccf058ee55d628fcc4f6688dc47980a32e13ae75730eecd5fd1fe3b2,1024,1548410099893,1548410100028,1548410101729,
eed68e179a06283c206093c967afcf756c8725dc0c3b62c4cd4fabd9c65ddadc,1024,1548410099923,1548410100044,1548410101729,
963b787aed2cce682c07fd16dad6aa4116e4bd2a3b0cdecfa497f02482b1de56,1024,1548410099959,1548410100108,1548410101729,
44d2cb1f3801975957b17b0497dcd47aeb5d642f8ff70ca9aa42fde9d82491b1,1024,1548410100304,1548410100391,1548410101729,
9ac5c60f2206dba70fcf2f54ff7c883f9cd352405ae5d481dbab32de981210a2,1024,1548410100339,1548410100404,1548410101730,
1d000569e5f4aba78d792b03131c2c27e48a43a826c2970e761042e1148913a2,1024,1548410100181,1548410100346,1548410101730,
8abf3b835de43c5e635f87cf6496125ab993ce75490b5e3f80fcb37ed0a4ceb2,1021,1548410100044,1548410100191,1548410101730,
1a738cfc9b80791857c559d6333edee71fa310eedb62c7d4a2a104d20437bdd0,1024,1548410100109,1548410100195,1548410101730,
83fa8ab18a9f1fbede0a166085f68591c34fa0a6810129586bdd9639e045c704,1024,1548410100292,1548410100576,1548410102959,
9ce8b13d01805b660b8bc729da003e4b624b1a7c75a94eed3a05797ed3823e3f,1024,1548410100347,1548410100586,1548410102960,
bab258c07c859897e7ebbe605a0f1b239a8f476295452809bbaf9e783aa4abaa,1024,1548410100196,1548410100355,1548410102960,
af5cb1a765e44748a7a250bb042c360fea6769df9521b00930d8c501cefcc7fa,1024,1548410100116,1548410100378,1548410102960,
b97a404b3ca986bfc05af19181f082520256f34fd2857e7f2b7120edc6e6dc18,1024,1548410100292,1548410100411,1548410102960,
703329ddf9e28ee728ec20cf6280948f7afb88f3f44beae8b89daf1648185b41,1024,1548410100181,1548410100339,1548410102961,
8df33ec2924a92b734256ada9d44ae35014d073376ea72bb247b7be850f397f1,1024,1548410100405,1548410100619,1548410102961,
eca5184063ff4b30a9e80e0a07b412186a53d5b58f45a6614f98360cd0410f1f,1024,1548410100316,1548410100643,1548410102962,
520d9395d3d2d2b95583a2cf39fb84ddb9ac1ba0b0f15f4ffc734ddf6b9660d8,1021,1548410100356,1548410100663,1548410102962,
9f78c2a78b1ef1788cb8e4e7f63ca0b459ca556e2dfd2e09c39d2a7de95e4df7,1024,1548410100378,1548410100634,1548410102962,
cbf50c782415da687426c2181ffe8b3dc2f0514640524ba25a7ba2b07f87f87e,1024,1548410100411,1548410100649,1548410102963,
753992f30ec94fdd82a3e6300485dbd82dde46c158254df6d0e133f88b172af5,1024,1548410100702,1548410100757,1548410102963,
a6eabfebe3e24fd72453a2158b6411eb4299329ea961afe8d0661bac1b52d441,1021,1548410100392,1548410100702,1548410102964,
fc781e4a01aeb7fcb82fc04b8adaac1ee50e50dcc3ca73d909ecc3a2beb08929,1024,1548410100620,1548410100678,1548410102964,
0b4a92ae72e05513eac9035027ab95ff6c840c5384b9423a37044b3b29459f01,1024,1548410100577,1548410100738,1548410102964,
b7755ca05916abba7a1af56f20c1beaa9d0d12a66f614e43c85e06ca8e5235e5,1024,1548410100587,1548410100769,1548410102964,
